debate_id,condition,topic_id,n_rounds,first_player_p1,preDebateSurvey.player1,postDebateSurvey.player1OpponentPerception,postDebateSurvey.player1SuspicionTiming,postDebateSurvey.player1StanceStrength,postDebateSurvey.player1StanceConfidence,postDebateSurvey.player1OpponentPerception,postDebateSurvey.player1PerceptionConfidence,postDebateSurvey.player1SuspicionTiming,postDebateSurvey.player1DetectionCues,postDebateSurvey.player1DetectionOther,belief_pre,confidence_pre,round_final,belief_post,confidence_post,p1_reflection_quality,acknowledgement_binary,reflection_n,persuader_arg_quality,argument_n,confidence_post_missing,belief_change,confidence_change,initial_stance_strength,group_2lvl
69a59b724ee499b1d5626daf,balanced,1,5,False,firm_on_stance,ai,round_3_4,6.0,6.0,ai,4.0,round_3_4,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",,100.0,95.0,5,95.0,95.0,10.8,0.0,5.0,3.0,6,False,-5.0,0.0,2,ai
69a599d94ee499b1d561f49d,balanced,2,4,False,firm_on_stance,ai,round_3_4,6.0,6.0,ai,4.0,round_3_4,"['perfect_grammar', 'repetitive_phrases', 'formulaic_structure']",,100.0,95.0,4,95.0,95.0,9.75,0.0,4.0,2.2,5,False,-5.0,0.0,2,ai
69a597ee4ee499b1d561905a,balanced,2,4,True,convinced_of_stance,ai,round_3_4,4.0,4.0,ai,3.0,round_3_4,"['formulaic_structure', 'perfect_grammar']",,25.0,90.0,4,25.0,80.0,12.75,1.0,4.0,2.0,4,False,0.0,-10.0,1,ai
69a53b5f120849a003df1892,balanced,3,5,True,convinced_of_stance,ai,round_1_2,6.0,6.0,ai,4.0,round_1_2,['repetitive_phrases'],,25.0,85.0,5,16.0,85.0,9.8,1.0,5.0,2.6,5,False,-9.0,0.0,1,ai
69a50fd90611bade23d0221c,balanced,2,6,True,firm_on_stance,ai,round_3_4,5.0,6.0,ai,5.0,round_3_4,"['repetitive_phrases', 'formulaic_structure']",,0.0,100.0,6,25.0,95.0,8.833333333333334,0.0,6.0,3.0,6,False,25.0,-5.0,2,ai
69a50aba0611bade23cf9356,balanced,1,7,True,firm_on_stance,ai,round_3_4,7.0,6.0,ai,5.0,round_3_4,"['repetitive_phrases', 'formulaic_structure']",,100.0,100.0,7,93.0,97.0,6.428571428571429,0.0,7.0,3.142857142857143,7,False,-7.0,-3.0,2,ai
69a5064e0611bade23cf0d96,balanced,1,6,False,open_to_change,ai,round_1_2,6.0,6.0,ai,5.0,round_1_2,"['repetitive_phrases', 'too_logical']",,50.0,75.0,6,88.0,81.0,8.166666666666666,1.0,6.0,2.857142857142857,7,False,38.0,6.0,0,ai
69a4ffc40611bade23ce7482,balanced,1,8,True,convinced_of_stance,ai,round_3_4,5.0,4.0,ai,5.0,round_3_4,"['response_timing', 'too_logical']",,25.0,80.0,8,50.0,85.0,9.875,1.0,8.0,2.875,8,False,25.0,5.0,1,ai
69a4f42c0611bade23cda135,balanced,2,11,True,firm_on_stance,ai,round_1_2,5.0,5.0,ai,5.0,round_1_2,"['repetitive_phrases', 'other']",too polite and enthusiastic,0.0,60.0,11,35.0,70.0,6.909090909090909,0.0,11.0,2.6363636363636362,11,False,35.0,10.0,2,ai
69a062ca152ebd49f168283e,balanced,1,4,False,convinced_of_stance,ai,round_1_2,6.0,5.0,ai,3.0,round_1_2,"['response_timing', 'formulaic_structure']",,25.0,72.0,4,0.0,100.0,23.5,0.0,4.0,2.8,5,False,-25.0,28.0,1,ai
69a0173877f378e0cd1612cb,balanced,1,4,True,convinced_of_stance,ai,round_1_2,5.0,3.0,ai,4.0,round_1_2,"['response_timing', 'no_personal_stories', 'repetitive_phrases']",,25.0,100.0,4,0.0,100.0,26.0,0.0,4.0,3.0,4,False,-25.0,0.0,1,ai
69a00bf677f378e0cd15f448,balanced,1,13,False,convinced_of_stance,ai,round_3_4,6.0,5.0,ai,5.0,round_3_4,"['too_logical', 'no_personal_stories', 'repetitive_phrases']",,25.0,80.0,13,5.0,94.0,8.615384615384615,0.0,13.0,2.7857142857142856,14,False,-20.0,14.0,1,ai
699ffffc53dec39b0b261d6a,balanced,3,7,True,firm_on_stance,ai,round_1_2,7.0,7.0,ai,4.0,round_1_2,"['formulaic_structure', 'response_timing']",,0.0,100.0,7,0.0,98.0,6.142857142857143,0.0,7.0,2.857142857142857,7,False,0.0,-2.0,2,ai
699569d410387a962f87b137,balanced,3,5,True,convinced_of_stance,ai,round_3_4,6.0,5.0,ai,5.0,round_3_4,"['repetitive_phrases', 'formulaic_structure']",,25.0,90.0,5,5.0,95.0,42.0,0.0,1.0,2.8,5,False,-20.0,5.0,1,ai
69a7cdda811ecc1322704e85,open-minded,2,4,False,firm_on_stance,ai,round_1_2,6.0,4.0,ai,4.0,round_1_2,"['response_timing', 'formulaic_structure']",,0.0,50.0,4,21.0,50.0,5.25,1.0,4.0,2.4,5,False,21.0,0.0,2,ai
69a7ca9a811ecc13226fcf9f,open-minded,2,4,False,open_to_change,ai,round_3_4,4.0,5.0,ai,4.0,round_3_4,['repetitive_phrases'],,50.0,50.0,4,47.0,50.0,7.75,0.0,4.0,2.6,5,False,-3.0,0.0,0,ai
69a6ac7ae1df9660e576452d,open-minded,2,7,False,open_to_change,ai,round_5_7,6.0,6.0,ai,5.0,round_5_7,['repetitive_phrases'],,50.0,88.0,7,86.0,88.0,6.714285714285714,1.0,7.0,2.625,8,False,36.0,0.0,0,ai
69a6aa02e1df9660e5758e6b,open-minded,2,4,False,convinced_of_stance,ai,round_1_2,5.0,4.0,ai,4.0,round_1_2,"['response_timing', 'formulaic_structure', 'too_logical']",,25.0,67.0,4,28.0,67.0,8.0,1.0,4.0,2.6,5,False,3.0,0.0,1,ai
69a6797b82bc1c66862ab2a2,open-minded,1,4,True,convinced_of_stance,ai,round_3_4,3.0,4.0,ai,4.0,round_3_4,"['repetitive_phrases', 'response_timing']",,75.0,66.0,4,50.0,66.0,6.5,0.0,4.0,2.75,4,False,-25.0,0.0,1,ai
69a66fd582bc1c668629c35a,open-minded,2,5,True,convinced_of_stance,ai,round_1_2,4.0,3.0,ai,4.0,round_1_2,['no_personal_stories'],,75.0,85.0,5,50.0,75.0,9.4,1.0,5.0,2.6,5,False,-25.0,-10.0,1,ai
69a536bb120849a003de7eb0,open-minded,2,7,False,open_to_change,ai,round_1_2,6.0,7.0,ai,4.0,round_1_2,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",,50.0,95.0,7,90.0,95.0,7.714285714285714,0.0,7.0,2.75,8,False,40.0,0.0,0,ai
699d93619117de7aca4bb96a,open-minded,3,4,True,firm_on_stance,ai,round_3_4,6.0,6.0,ai,4.0,round_3_4,['repetitive_phrases'],,0.0,95.0,4,9.0,95.0,30.75,0.0,4.0,3.0,4,False,9.0,0.0,2,ai
699b2e4efa84ea281ebd721c,open-minded,1,5,True,firm_on_stance,ai,round_3_4,5.0,4.0,ai,5.0,round_3_4,"['response_timing', 'formulaic_structure']",,0.0,95.0,5,15.0,95.0,27.4,1.0,5.0,3.0,5,False,15.0,0.0,2,ai
69996ab745ee5dbe08824bff,open-minded,3,5,True,convinced_of_stance,human,round_3_4,6.0,5.0,human,3.0,round_3_4,"['typos_informal', 'other']",The other side felt a bit one sided in terms of providing new perspectives,25.0,80.0,4,13.0,80.0,21.75,0.0,4.0,2.0,5,False,-12.0,0.0,1,ai
69993de11330de2ca19f0687,open-minded,1,4,False,open_to_change,ai,round_1_2,4.0,5.0,ai,4.0,round_1_2,"['response_timing', 'too_logical', 'repetitive_phrases', 'formulaic_structure']",,50.0,50.0,4,50.0,50.0,21.0,0.0,2.0,2.8,5,False,0.0,0.0,0,ai
69985691fb590380b12b9713,open-minded,1,4,False,convinced_of_stance,ai,round_1_2,7.0,7.0,ai,5.0,round_1_2,"['too_logical', 'repetitive_phrases', 'response_timing', 'no_personal_stories']",,75.0,67.0,4,67.0,67.0,46.5,0.0,2.0,2.8,5,False,-8.0,0.0,1,ai
699847c7970f8b9cd4961cbb,open-minded,1,4,True,firm_on_stance,ai,round_3_4,5.0,6.0,ai,4.0,round_3_4,['other'],Did not address both my concerns in the 3rd round,0.0,90.0,4,40.0,100.0,26.25,1.0,4.0,3.0,4,False,40.0,10.0,2,ai
699835eab47e0b6a903d9129,open-minded,2,4,False,convinced_of_stance,ai,round_1_2,6.0,5.0,ai,4.0,round_1_2,['perfect_grammar'],,25.0,77.0,4,16.0,88.0,6.5,0.0,4.0,2.4,5,False,-9.0,11.0,1,ai
6997093f4bd396a55ecfae8b,open-minded,2,7,True,open_to_change,ai,round_1_2,5.0,4.0,ai,5.0,round_1_2,"['response_timing', 'no_personal_stories', 'too_logical', 'formulaic_structure']",,50.0,50.0,7,50.0,50.0,15.285714285714286,0.0,7.0,2.7142857142857144,7,False,0.0,0.0,0,ai
6996eef2967b343cf6359746,open-minded,3,4,True,open_to_change,ai,round_3_4,5.0,3.0,ai,5.0,round_3_4,['response_timing'],,50.0,75.0,4,37.0,29.0,24.25,1.0,4.0,3.0,4,False,-13.0,-46.0,0,ai
6995892394d80b03fe4585c0,open-minded,2,4,True,convinced_of_stance,ai,round_1_2,6.0,6.0,ai,5.0,round_1_2,"['response_timing', 'repetitive_phrases', 'too_logical']",,25.0,50.0,4,0.0,81.0,19.75,0.0,4.0,3.0,4,False,-25.0,31.0,1,ai
6995862594d80b03fe458590,open-minded,3,8,True,convinced_of_stance,ai,round_3_4,4.0,5.0,ai,3.0,round_3_4,"['no_personal_stories', 'formulaic_structure']",,25.0,100.0,3,0.0,100.0,9.0,0.0,1.0,2.875,8,False,-25.0,0.0,1,ai
6995529462b52bc6f09a2ba7,open-minded,1,8,False,firm_on_stance,ai,round_3_4,7.0,7.0,ai,4.0,round_3_4,['response_timing'],,100.0,100.0,8,99.0,97.0,12.5,1.0,8.0,2.888888888888889,9,False,-1.0,-3.0,2,ai
6994376524175dcb5216c149,open-minded,3,6,False,firm_on_stance,ai,round_3_4,6.0,6.0,ai,5.0,round_3_4,['repetitive_phrases'],,0.0,100.0,6,25.0,96.0,5.333333333333333,1.0,6.0,2.5714285714285716,7,False,25.0,-4.0,2,ai
6994323324175dcb5216a88b,open-minded,1,7,False,firm_on_stance,ai,round_1_2,7.0,7.0,ai,5.0,round_1_2,"['response_timing', 'formulaic_structure']",,100.0,100.0,7,92.0,94.0,6.571428571428571,0.0,7.0,2.375,8,False,-8.0,-6.0,2,ai
