debate_id,condition,topic_id,topicQuestion,round,submitted_by,arg_player_role,stance,text,arg_length,argument_quality
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,4,human,player2,for,It’s too troublesome to Google search what I’m looking for since AI models can just consolidate all the information for me,21,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,1,human,player1,for,"Chatgpt is like a modern dictionary or calculators. If calculators are allowed for mathematics homework, then why not chatgpt?",19,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,1,human,player2,against,"Ok fair calculator is an aid for student, but one may argue that students may become too reliant on chatgpt and not use their critical thinking to solve their homework and not learn anything",34,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,2,human,player1,for,You can code the LLM which is the technology that chatgpt is based on to not spoon feed the answer to the students.,23,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,2,human,player2,against,But why would the students do that or what if the students can find a workaround like use their parents chatgpt? Then they will just rely on it fully.,29,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,3,human,player1,for,"Then it is the parents fault, and it is no different from parents helping them do the homework at this point. The kid should just use the dedicated and special chatgpt which can be coded to foster critical thinking",39,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,3,human,player2,against,"Ok fair enough, going back to you calculator example, in primary school we cannot use calculator - so clearly when it comes to some cases these instruments should not be used because it limits the childs learning. So maybe some usage is good but not complete reliance.",47,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,4,human,player1,for,"That’s fair, I think we can agree to limit the usage of chatgpt at higher education levels. Chatgpt maybe shouldn’t be used for homework but it should still be used to help students understand and learn.",36,2.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,4,human,player2,against,Yeah chatgpt usage must be moderated by adults aka parents and teachers to facilitate learning,15,2.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player1,for,"A higher pay enables a higher income. A higher income is an enabler for many factors in a high quality of living. These include providing good healthcare for your family, being able to provide for children’s education needs, freedom to travel to places you want to and live a lifestyle that you want. Further, less social life doesn’t mean no social life. It is very possible to have an enriching social life with a tighter circle of friends, even with less time overall.",83,3.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player2,against,"I can think of families where your argument would make sense, especially where there that higher income could help meet some basic needs. However, I think there are many intangible (and priceless) goods in life, that can’t be bought, like the joy of spending time with family and friends, artistic and creative pursuits, and serving others, that make up a full and flourishing life. If taking a higher pay means having less time, this might mean less time available for these other important areas.",84,4.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player1,for,"Certainly, many things cannot be bought, but the option space increases significantly for someone with a higher income. Imagine a 10% cut in time but 40% growth in options. While the time spent with family inherently is the good, it is greatly supported by context of the time spent. Think back to your best memories with your family, many would probably recall holidays or activities, all of which a higher income can help. Also, many creative pursuits require income.",79,3.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player2,against,"I agree that there are some situations where a higher income would enable a higher quality of life overall, even at some expense to one’s social life. To move this forward — what do you think are the kinds of situations where making this tradeoff is worthwhile? For example, perhaps the duration of earning more with less time could be a factor, and one’s other responsibilities. I wonder if even just the experience of working an earning more could be formative (and not in a good way).",87,2.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player1,for,"This eventually boils down to quite an individual decision. However, I would say that some sort of measure of ""diffusion"" of social life could be used. If one finds themselves drained by certain social interactions or having very superficial connections/obligations, they should consider whether it is actually worthwhile to pare down on their social activities, in exchange for a higher-paying job. Finding a point where the benefits of their social life begins to saturate may make sense.",77,3.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player2,against,"That’s a great heuristic, and the scenario you describe is one where (to me) it would be worth considering being more involved at work. At the same time, I wonder if an alternative response to that scenario might not be to ’pare down’ relationships through the matrix of ""what’s good for me"", but to explore other ways to get engaged. Often, accepting more responsibilities at work — even with a higher pay — is a decision that might be hard to reverse; for one, because of lifestyle inflation.",88,3.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player1,for,"True, I have taken a rational, personal utility-maximizing argument so far. However, I think no matter what new ways you find to engage, both social life and an elevated lifestyle eventually saturate or reach diminishing marginal returns. And this is true for yourself and your loved ones. True that the decision may be hard to reverse, I’ll give that. However I would say that the alternative of more time does not guarantee a more fulfilling social life if your loved ones are not on the same page.",87,3.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player2,against,"I think that, while one can burn out at work, one can always fill one’s remaining time with a combination of personal challenges, hobbies, strengthening meaningful relationships, and otherwise. It’s true that one can definitely swing too far to one side, and be under-employed to the point of not providing for one’s family and other personal responsibilities.",57,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,1,human,player1,for,"Yes, we should use ChatGPT for homework, at least in college. GenAI is the potentially the most consequential productivity multiplier we have seen in the third industrial revolution, and it will impact every field. It is imperative that students begin to adopt genAI in their workflows now, so they are prepared to use it in the workplace.",57,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,1,human,player2,against,"I agree that generative AI is an essential skill for the future and is worth learning, but I don’t think the students should use it in homework because of that. I think the purpose of (some types) of homework is to develop students’ ability to think, and using ChatGPT (to devise an algorithm, to write a paper) would short-circuit that process — just like handing children a calculator would do the same for learning arithmetic.",75,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,2,human,player1,for,"It is true that full dependence on ChatGPT could potentially short-circuit students ability to think. At the same time there is a counterbalancing force of enabling accessibility to a broader search space of ideas and rapid discovery. We ought to train students how to use these tools effectively and not mindlessly. Just like kids eventually pick up a calculator, students, especially college students should be made to learn effective, thoughtful ChatGPT use.",72,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,2,human,player2,against,"Definitely, ChatGPT can let students access varied ideas, and more rapidly. And I agree they should be given the freedom to eventually experiment how to use them. But I think using ChatGPT (and other technologies) could not only short-circuit their learning to think, but also social and relational skills — as children who would have otherwise consulted teachers and peers for help now just ask an LLM. I think the risks outweigh the benefits, since it happens at a developmentally crucial stage.",82,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,3,human,player1,for,"That is a fair point. Talking to ChatGPT certainly does not build social and relational skills. But again, this should not preclude its usage entirely. There is also the possibility of human-machine collaboration/co-evolution, which could involve not just man interfacing with machine, but groups of people collaborating with AI. This is a facet that could develop both the ways we relate with one another as well as machines at the same time.",72,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,3,human,player2,against,"I agree that human-machine collaboration is an essential for anyone entering the workforce today. I think that even then, there are benefits to limiting AI use for a time to learn effective collaboration between humans, before learning to collaborate with machines (instead of trying to do both).

I think one larger question that lies behind what we’ve discussed so far is, What is education for? I think that beyond preparing students for work, it has a large developmental and formative role too.",82,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,4,human,player1,for,"If we are talking about collaboration skills for the workforce, we are (maybe unfortunately) in a time where the bulk of collaboration is not AI-free. So the bulk of training should be preparing for such a dynamic. It is true that education does have a role beyond preparation for work. But I don’t think this comes from the homeworks themselves. A lot of it may be through informal conversations, participation in student life activities, working in groups (which doesn’t go away).",81,3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,4,human,player2,against,"I think it’s fair to say most collaboration will involve AI of some kind, and that it’s worth training for. Ijust think the place to do it is once people have entered the workforce, where they will be able to pick them up just as quickly.

And, even if students are disadvantaged in the workforce for lack of practice: I think it’s worthwhile, since using AI in homework irreversibly changes the tenor of many social interactions that happen only in school, e.g. asking for their friends’ help less.",88,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,1,human,player1,for,it gives texture and sweetness to the pizza. the pineapple actually complements very well with the other ingredients.,18,2.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,1,human,player2,against,Other savoury foods like mushroom can give a similar texture without having such a different flavour profile.,17,2.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,2,human,player1,for,"having pineapples on pizza is more than providing texture. it helps to cut the cut the grease of the oilness of the other ingredients and provides a refreshing boost to the flavour profile of the pizza, making it more enjoyable.",40,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,2,human,player2,against,"If you want a refreshing burst of flavours and less cloying greasiness, the tangy margherita sauce that many tomato-based pastas have already does a good job. A sweet item like pineapple only makes the entire flavour profile of the pizza more confusing.",42,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,3,human,player1,for,the margherita sauce is more savoury than sweet and so it should not replace the pineapples but instead be used together with the pineapples. tomatoes don’t cut through the fat and salt of cheese in the pizza as well as pineapples because they are less sharp and distinct in flavour.,50,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,3,human,player2,against,"Margherita sauce is indeed more savoury than sweet, but perhaps we do not need a sweet flavour profile to begin with -- tanginess/savouriness is enough. The combination of tomatoes and cheese is also quite well-known; we see it in dishes like bolognese with parmesan, or in a caprese salad. In those dishes, we don’t need added sweetness from anything so likewise we should not need it for pizzas.",68,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,4,human,player1,for,"pizza is pizza. bolognese is bolognese. they are 2 different dishes. what makes pizza unique is the different ingredients that can be added to it, and the different flavour profiles that we can achieve. i think the combination of adding pineapples to pizza is really unique as it not only provides a good balance to the savouriness of the pizza but also helps to cut the grease of fat and salt of cheese in the pizza -- this is something no other ingredient is able to replicate.",87,3.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,4,human,player2,against,"I agree that the beauty of pizzas is that multiple ingredients can be added to it. However, harmony of flavour is important, and if pineapples add a sweet-sour taste to the already-present savoury and tangy profiles, the result could be too overwhelming/confusing for the eater. Focused flavours are important and overly-complex flavour combinations could actually be less enjoyable.",58,3.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player1,against,"Even if you earn money, you have nobody to spend it with if you lose your social life. Money cannot make you laugh lol",24,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player2,for,"But if you earn the money now, you can then use it in the future for social life. Suffer now, win later!",22,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player1,against,The point remains that you will have no one to enjoy with after earning money.,15,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player2,for,Okay that’s true. But what do you think about earning now for a stable income (maybe let’s say 5 years) then able to spend time w a loved one after (comfortably),31,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player1,against,I want to be present for the important moments of those in my life now,15,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player2,for,Okay that’s also true… time can never be earned back… especially in our youth,14,1.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player1,against,"yup, some things can never return. Eg the birth of you niece/ nephew, wedding of your best friends. I choose to care for my social circle now",27,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player2,for,"Okay… I am slowly aligning myself with you. Although I still think it’s important for a stable income, need to truly balance and prioritise what’s important",26,1.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,1,human,player1,against,"In my personal opinion, pineapple on pizza distorts the original taste of the dough and the other ingredients. It can cheapen the other ingredients such as pastrami, especially for pizzas that occupy a higher price point with more premium ingredients.",40,2.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,1,human,player2,for,"So your definition of pineapple belonging on pizza means that wherever pizza is served, they should also put pineapple on it. I am quite loose on whether it is a universal application though. I definitely disagree with that premise. I imagine sitting in Pizza Hut or ordering delivery and among the pepperoni and margherita is hawaiian. That’s the best way to enjoy it.",63,2.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,2,human,player1,against,"I can definitely see your point though and I agree that there isn’t a universal application. To shift the parameters, foods are considered to be fusion foods when traditional modes of preparation and traditional ingredients are adapted to include that from other cultures. So what then can we can traditionally consider to be pizza? Is the Hawaiian Pizza a pizza or a form of fusion cuisine?",66,3.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,2,human,player2,for,"That’s a good point on fusion food. I would make the distinction that Hawaiian pizza wouldn’t be a fusion of Italian pizza and Hawaiian food, but rather a cultural interpretation of pizza.",32,2.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,3,human,player1,against,"I can definitely agree with that because, after all, food is not something that we can define with strict parameters. So in taking the lens that a Hawaiian Pizza is a cultural interpretation of a pizza, I find it prudent to ascribe the loose definition of the traditional pizza to that we can find in Italy. If a large majority of Italians feel that the pineapple has no place on the pizza, how much can we deviate from that view before the food item is no longer a pizza?",89,3.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,3,human,player2,for,"Ahh. So in that sense, pizza would be a flat piece of bread that is baked in an oven with either red or white sauce and toppings on top. In this definition, it is justifiable to use whatever toppings you prefer. Kind of like Subway. Have it your way!",49,2.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,4,human,player1,against,"Yes, I could definitely agree with these parameters. I think personally, taking the Italian view, pizza is better without pineapple. 

I can see a lot of value in your point because taste is a very subjective measure. So while I do not prefer pineapple on pizza, I do not think its necessarily a bad thing - just a subjective measure that I may not prescribe to.",66,2.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,4,human,player2,for,"Okay so we can decide that whether a topping belongs on pizza is a matter of taste. So while it doesn’t suit your taste, it’s not wrong to say pineapple belongs on pizza for me.",35,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,1,human,player2,for,"i think pineapples belong on pizza because like the pizza already so unhealthy. you need to accumulate some health points help your digestive system pass the junk food. Anyways, pineapples tastes good on anything so adding it on pizza makes pizza even better!",43,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,1,human,player1,against,"i do agree that pizzas are unhealthy food but i don’t think adding a few slices of pineapple on it will make more than a marginal difference in its health content. if you wanted to eat something healthy, you’re better off not eating pizza altogether. and i disagree that pineapple tastes good on anything, it’s a subjective opinion. in my opinion, pineapple doesn’t taste good on pizzas so.",68,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,2,human,player2,for,"I agree that if i wanted something healthier, I would go for something other than pizza (e.g. a salad). However, pizza is almost always a group affair. So like if my friend group decides to eat pizza then I can’t be the stick in the mud and go order something else. And given i’m going to have to have pizza anyways, why not have some healthy pineapple on top",69,3.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,2,human,player1,against,"if you want a ""healthier pizza"" option, you could go for pizza toppings that incorporate more vegetables rather than just pineapples. the notion of pizzas being a sharing dish is also not true everywhere, ie. in italy, it is the norm for one individual to have a pizza all to themself and it is frowned upon for tourists to order one pizza for sharing",64,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,3,human,player2,for,"I agree that there is always an option to include more vegetables. I also agree that in some places, people don’t share pizza. However, in a Singapore context, I feel like most occasions where pizza is served, pizza is shared. Additionally the pineapple crunch and tanginess is a much welcomed flavour contrast with the savoury/salty pizza.",56,3.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,3,human,player1,against,"ok i accept the parameters that singapore is the context of our debate. and pizza is indeed shared here more often than not. i don’t accept however the argument that pineapples contrast well with the savouriness of pizzas. subjectively, i prefer consistency in my food’s flavour profiles and the contrast pineapples offer with their sweetness is too great a contrast. food does well to have some contrast but not too much",71,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,4,human,player2,for,"I agree that that too much contrast is not good. However, there isn’t that much pineapple included anyways. If you should dislike having them on your pizza, you can take easily them out or put them on another slice. But for someone who prefers pineapple on pizza, it’s easier for the pineapple to be already there than to have a separate pineapple ready every time it’s time for pizza.",69,2.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,4,human,player1,against,"if i could just take out the pinapples from my pizza, i would be wasting food. and i could just opt to not have any in the first place. i think it’s not actually a fairer decision to order pineapple toppings just for the person who prefers because then the person who doesn’t prefer has to adjust. while it may be easier to already have the pineapples there, it’s not entirely reasonable or food-conscious to expect others to adjust to your tastes. either compromise or do without the unwanted extra.",90,3.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player1,against,"I believe that as humans, what we’re searching for is happiness. If we do have higher pay, there isn’t any point if we’re not happy. If we have a very high pay but no time to spend, how will we enjoy life? That defeats the entire purpose of higher pay!",50,2.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,human,player2,for,My counter-agrument is applicable for the majority of singaporeans who are a lower-middle incomed SES group who have presssing costs that need to be met before considering how they can spend their time with family and friends pursuing happiness. Higher pay is the gateway to ensure our basic needs are met,51,3.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player1,against,"i disagree, what would it profit me to gain the world but lose my soul",15,1.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,human,player2,for,"how do you define profit? when we interpret scripture, we cannot apply it to any context that we want. They were specifically talking about their relationship with the God of Jesus Christ.",32,1.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player1,against,"Imagine earning millions of dollars but not being able to enjoy it. VS Earning few thousands, but being able to enjoy life. You do not need riches to enjoy life.",30,2.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,human,player2,for,how can you enjoy life if you do not have the funds to support your medical treatment that grants you many more days to spend with your family,28,3.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player1,against,buy insurance,2,1.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,human,player2,for,"where does the constant income to fund insurance comes from?
even MHA is trying to put a curb to high insurance premiums:
""To address rising insurance premiums and private healthcare costs, the Ministry of Health (MOH) is putting a stop to health insurance plans that protect policyholders almost “to the last dollar”.",52,2.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,1,human,player1,against,"The Italians think pineapple on pizza is an abomination and an affront to their Italian heritage. Since Italians invented the pizza, the rest of us should respect their preferences, otherwise who are we to impose our own ""blending"" on their culture?",41,2.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,1,human,player2,for,"I believe that food 🥑 is not just for the Italians, but for everyone. It should not be the case that the Italians can insist that pineapple must not be put on pizza, in spite of or because of the fact that they invented it or that pizza is part of Italian culture. Non-Italians are free to make their own food as they please, that pineapple or any other food topping can be put on pizza if they wish",79,2.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,2,human,player1,against,"I agree that food is meant for everyone to enjoy, not just one culture or people group. But I believe that the Italians probably had a good reason for not wanting a tropical fruit on their pizza. they would have cooked it up originally with a specific taste in mind, hence their confusion over why pineapple is so beloved on pizza. we should trust that they have a good reason, especially if we want to enjoy it the way the ""inventors"" intended.",82,3.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,2,human,player2,for,"Maybe the Italians had their reason to not put pineapple on pizza. But that does not mean that other people think it is wrong to put pineapple on pizza; in fact many people love Hawaiian pizza for it’s tangy pineapple together with tender ham. If many other people think that pineapple on pizza tastes good while Italians and others think it’s bad, the question of whether pineapple belongs on pizza may not have a definite answer that applies to everyone; one’s own opinion can be correct either way",88,3.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,3,human,player1,against,"I agree with you that we can all have our own opinions and it might not apply to everyone. But if I told you spaghetti sauce belongs on rice, how would you respond? 

I think pineapple doesn’t belong on pizza because it’s tanginess overwhelms the taste of all other ingredients including the cheese. The worth of a pizza is in its cheese, therefore all toppings should do nothing more than complement the main flavor, not overwhelmed it.",77,3.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,3,human,player2,for,"I think that cheese shouldn’t be the only thing that stands out in pizza with all other toppings enhancing the cheese flavour - then what would be the point in having multiple types of pizzas if they all mainly taste of cheese? Maybe pizzas can also showcase other toppings like mushrooms, or yes, pineapple, with cheese remaining in the background.  Surely there are other toppings that can enhance the tangy flavour of pineapple or blend well with it in pizza",80,3.0
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,4,human,player1,against,"I do like having variety in my flavours. Based on your previous argument I think I would agree with you. One of the best things about pizza is how much variety there is in the different flavours and combinations of toppings. But then, is ham really the best topping to balance out pineapple? What about beef, or bacon, or even seafood?",61,3.0
