debate_id,condition,topic_id,topicQuestion,gameMode,player1Stance,player2Stance,player2AIModel,preDebateSurvey.player1,postDebateSurvey.player1StanceStrength,postDebateSurvey.player1StanceConfidence,postDebateSurvey.player1OpponentPerception,postDebateSurvey.player1PerceptionConfidence,postDebateSurvey.player1SuspicionTiming,n_rounds,first_player_p1,postDebateSurvey.player1DetectionCues,postDebateSurvey.player1DetectionOther
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-human,against,for,,firm_on_stance,7,7.0,human,5.0,round_1_2,4,True,['natural_flow'],
69a6d534076d1847b5a0948d,human-human,2,Does pineapple belong on pizza?,human-human,against,for,,convinced_of_stance,5,7.0,human,5.0,round_1_2,4,True,['natural_flow'],
69a678c782bc1c66862a9cec,human-human,1,Should we use ChatGPT for homework?,human-human,for,against,,firm_on_stance,5,5.0,human,3.0,round_1_2,5,True,"['varied_styles', 'natural_flow']",
69a668ef82bc1c6686298e63,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-human,for,against,,open_to_change,5,6.0,human,5.0,round_3_4,6,True,"['emotional_tone', 'typos_informal', 'varied_styles']",
69a44b7edfa7c1fe243a0df8,human-human,2,Does pineapple belong on pizza?,human-human,for,against,,convinced_of_stance,6,5.0,human,5.0,round_1_2,4,False,"['typos_informal', 'natural_flow']",
69a3f743c3f532453c5ce21a,human-human,2,Does pineapple belong on pizza?,human-human,against,for,,convinced_of_stance,5,6.0,human,4.0,round_3_4,5,True,"['natural_flow', 'unpredictable', 'varied_styles']",
69a3dca6a25dea5aded7a9ae,human-human,1,Should we use ChatGPT for homework?,human-human,for,against,,open_to_change,5,5.0,human,5.0,round_1_2,4,True,['typos_informal'],
699ec589f53d44e8e544d0ab,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-human,for,against,,firm_on_stance,5,5.0,human,4.0,round_3_4,4,False,['natural_flow'],
699d4c2f41690257a47f6b14,human-human,1,Should we use ChatGPT for homework?,human-human,against,for,,open_to_change,5,4.0,human,5.0,round_1_2,4,True,"['natural_flow', 'unpredictable']",
699af60c9bfc0e83b484126c,human-human,2,Does pineapple belong on pizza?,human-human,against,for,,convinced_of_stance,6,6.0,ai,5.0,round_1_2,4,False,"['formulaic_structure', 'other']",sentence structure + vocabulary used reeks of AI; too clinical and sterile
699701454bd396a55ecfa95f,human-human,1,Should we use ChatGPT for homework?,human-human,for,against,,open_to_change,5,4.0,human,5.0,round_1_2,4,False,['other'],shes right beside me
69afc1a1a45e1f4349aa731c,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,for,against,firm-debater,open_to_change,4,4.0,human,1.0,round_3_4,4,False,['typos_informal'],
69aed5567de1a044b0bd9b3d,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,convinced_of_stance,5,5.0,ai,5.0,round_1_2,5,False,['other'],1. Em dash in the first response. 2. The gameMode was leaked in the console.
69aecd3b7de1a044b0bd97e3,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,firm_on_stance,6,6.0,ai,5.0,round_1_2,4,True,"['perfect_grammar', 'repetitive_phrases', 'response_timing', 'formulaic_structure', 'no_personal_stories']",
69ae9343a21c1d20f5005555,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,firm_on_stance,6,6.0,ai,3.0,round_3_4,2,False,"['too_logical', 'no_personal_stories', 'formulaic_structure']",
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,open_to_change,5,5.0,ai,4.0,round_3_4,5,False,"['perfect_grammar', 'no_personal_stories', 'formulaic_structure']",
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,firm_on_stance,7,7.0,ai,4.0,round_3_4,4,True,"['repetitive_phrases', 'too_logical']",
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,convinced_of_stance,6,6.0,ai,5.0,round_1_2,5,False,['other'],"This debate was done quite late, so when I got assigned to an opponent relatively quickly I assumed that I was talking to an AI bot😅"
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,firm_on_stance,6,6.0,ai,5.0,round_3_4,4,True,['other'],Repetition of arguments or going back to earlier premises I already clarified before.
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,convinced_of_stance,6,7.0,ai,5.0,round_1_2,4,False,"['no_personal_stories', 'response_timing', 'other']",Poor arguments
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,human-ai,against,for,firm-debater,firm_on_stance,5,5.0,ai,5.0,round_1_2,4,True,"['response_timing', 'too_logical']",
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,human-ai,for,against,firm-debater,firm_on_stance,6,2.0,ai,3.0,round_1_2,4,True,"['too_logical', 'response_timing']",
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,open_to_change,6,6.0,unsure,2.0,round_3_4,4,False,"['mixed_signals', 'response_timing', 'tone_shifts', 'argument_structure']",
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,open_to_change,5,5.0,ai,3.0,round_3_4,7,False,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing', 'formulaic_structure']",
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,firm_on_stance,7,6.0,ai,5.0,round_1_2,4,True,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'formulaic_structure', 'no_personal_stories']",
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,firm-debater,firm_on_stance,5,3.0,ai,4.0,round_3_4,5,True,"['response_timing', 'formulaic_structure']",
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,convinced_of_stance,6,5.0,ai,5.0,round_3_4,6,False,"['formulaic_structure', 'other']",Rehashing old points and not introducing new arguments
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,human-ai,for,against,firm-debater,convinced_of_stance,,,,,,5,False,[],
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,convinced_of_stance,4,3.0,ai,3.0,round_3_4,4,False,['too_logical'],
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,for,against,firm-debater,convinced_of_stance,,,,,,4,True,[],
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,human-ai,for,against,firm-debater,convinced_of_stance,6,6.0,ai,4.0,round_1_2,4,False,"['perfect_grammar', 'no_personal_stories', 'formulaic_structure']",
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,for,against,firm-debater,firm_on_stance,5,6.0,ai,5.0,round_5_7,4,False,"['perfect_grammar', 'response_timing', 'too_logical']",
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,human-ai,for,against,firm-debater,open_to_change,5,4.0,ai,3.0,round_1_2,4,True,"['perfect_grammar', 'too_logical', 'response_timing']",
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,open_to_change,6,5.0,ai,4.0,round_3_4,5,True,"['repetitive_phrases', 'response_timing', 'other']",i asked back a question but it didn't answer the question and gave a similar response to the previous rebuttal
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,firm_on_stance,6,6.0,ai,4.0,round_3_4,4,False,"['repetitive_phrases', 'response_timing', 'no_personal_stories']",
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,human-ai,for,against,firm-debater,firm_on_stance,5,4.0,ai,4.0,round_1_2,4,True,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing']",
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,firm_on_stance,3,3.0,ai,5.0,round_3_4,5,False,"['response_timing', 'no_personal_stories']",
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,human-ai,for,against,firm-debater,convinced_of_stance,6,5.0,ai,4.0,round_3_4,4,False,"['response_timing', 'other']",He kinda changed his stance then went back to his original stance
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,human-ai,against,for,firm-debater,firm_on_stance,7,7.0,ai,5.0,round_1_2,4,True,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing', 'no_personal_stories', 'formulaic_structure']",
69a92d4a3e5a9a6ab07b716f,balanced,2,Does pineapple belong on pizza?,human-ai,for,against,balanced-debater,convinced_of_stance,5,4.0,ai,4.0,round_1_2,5,False,['formulaic_structure'],
69a7d372811ecc13227198c2,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,open_to_change,3,5.0,unsure,5.0,round_1_2,4,True,['mixed_signals'],
69a7d0fb811ecc132270f6b9,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,convinced_of_stance,2,3.0,unsure,4.0,round_1_2,4,True,['mixed_signals'],
69a68a1b82bc1c66862c88a0,balanced,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,balanced-debater,convinced_of_stance,5,3.0,ai,5.0,round_1_2,5,True,"['response_timing', 'formulaic_structure', 'repetitive_phrases']",
69a6873b82bc1c66862c0807,balanced,1,Should we use ChatGPT for homework?,human-ai,against,for,balanced-debater,firm_on_stance,5,5.0,ai,5.0,round_1_2,4,True,"['too_logical', 'response_timing', 'formulaic_structure']",
69a5be50debc943bc448184a,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,open_to_change,3,3.0,ai,2.0,round_1_2,5,False,"['response_timing', 'no_personal_stories', 'perfect_grammar']",
69a59b724ee499b1d5626daf,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,firm_on_stance,6,6.0,ai,4.0,round_3_4,5,False,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",
69a599d94ee499b1d561f49d,balanced,2,Does pineapple belong on pizza?,human-ai,for,against,balanced-debater,firm_on_stance,6,6.0,ai,4.0,round_3_4,4,False,"['perfect_grammar', 'repetitive_phrases', 'formulaic_structure']",
69a597ee4ee499b1d561905a,balanced,2,Does pineapple belong on pizza?,human-ai,against,for,balanced-debater,convinced_of_stance,4,4.0,ai,3.0,round_3_4,4,True,"['formulaic_structure', 'perfect_grammar']",
69a53b5f120849a003df1892,balanced,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,balanced-debater,convinced_of_stance,6,6.0,ai,4.0,round_1_2,5,True,['repetitive_phrases'],
69a50fd90611bade23d0221c,balanced,2,Does pineapple belong on pizza?,human-ai,against,for,balanced-debater,firm_on_stance,5,6.0,ai,5.0,round_3_4,6,True,"['repetitive_phrases', 'formulaic_structure']",
69a50aba0611bade23cf9356,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,firm_on_stance,7,6.0,ai,5.0,round_3_4,7,True,"['repetitive_phrases', 'formulaic_structure']",
69a5064e0611bade23cf0d96,balanced,1,Should we use ChatGPT for homework?,human-ai,for,against,balanced-debater,open_to_change,6,6.0,ai,5.0,round_1_2,6,False,"['repetitive_phrases', 'too_logical']",
69a4ffc40611bade23ce7482,balanced,1,Should we use ChatGPT for homework?,human-ai,against,for,balanced-debater,convinced_of_stance,5,4.0,ai,5.0,round_3_4,8,True,"['response_timing', 'too_logical']",
69a4f42c0611bade23cda135,balanced,2,Does pineapple belong on pizza?,human-ai,against,for,balanced-debater,firm_on_stance,5,5.0,ai,5.0,round_1_2,11,True,"['repetitive_phrases', 'other']",too polite and enthusiastic
69a062ca152ebd49f168283e,balanced,1,Should we use ChatGPT for homework?,human-ai,against,for,balanced-debater,convinced_of_stance,6,5.0,ai,3.0,round_1_2,4,False,"['response_timing', 'formulaic_structure']",
69a0173877f378e0cd1612cb,balanced,1,Should we use ChatGPT for homework?,human-ai,against,for,balanced-debater,convinced_of_stance,5,3.0,ai,4.0,round_1_2,4,True,"['response_timing', 'no_personal_stories', 'repetitive_phrases']",
69a00bf677f378e0cd15f448,balanced,1,Should we use ChatGPT for homework?,human-ai,against,for,balanced-debater,convinced_of_stance,6,5.0,ai,5.0,round_3_4,13,False,"['too_logical', 'no_personal_stories', 'repetitive_phrases']",
699ffffc53dec39b0b261d6a,balanced,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,balanced-debater,firm_on_stance,7,7.0,ai,4.0,round_1_2,7,True,"['formulaic_structure', 'response_timing']",
699569d410387a962f87b137,balanced,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,balanced-debater,convinced_of_stance,6,5.0,ai,5.0,round_3_4,5,True,"['repetitive_phrases', 'formulaic_structure']",
69a7cdda811ecc1322704e85,open-minded,2,Does pineapple belong on pizza?,human-ai,against,for,open-debater,firm_on_stance,6,4.0,ai,4.0,round_1_2,4,False,"['response_timing', 'formulaic_structure']",
69a7ca9a811ecc13226fcf9f,open-minded,2,Does pineapple belong on pizza?,human-ai,for,against,open-debater,open_to_change,4,5.0,ai,4.0,round_3_4,4,False,['repetitive_phrases'],
69a6ac7ae1df9660e576452d,open-minded,2,Does pineapple belong on pizza?,human-ai,for,against,open-debater,open_to_change,6,6.0,ai,5.0,round_5_7,7,False,['repetitive_phrases'],
69a6aa02e1df9660e5758e6b,open-minded,2,Does pineapple belong on pizza?,human-ai,against,for,open-debater,convinced_of_stance,5,4.0,ai,4.0,round_1_2,4,False,"['response_timing', 'formulaic_structure', 'too_logical']",
69a6797b82bc1c66862ab2a2,open-minded,1,Should we use ChatGPT for homework?,human-ai,for,against,open-debater,convinced_of_stance,3,4.0,ai,4.0,round_3_4,4,True,"['repetitive_phrases', 'response_timing']",
69a66fd582bc1c668629c35a,open-minded,2,Does pineapple belong on pizza?,human-ai,for,against,open-debater,convinced_of_stance,4,3.0,ai,4.0,round_1_2,5,True,['no_personal_stories'],
69a536bb120849a003de7eb0,open-minded,2,Does pineapple belong on pizza?,human-ai,for,against,open-debater,open_to_change,6,7.0,ai,4.0,round_1_2,7,False,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",
699d93619117de7aca4bb96a,open-minded,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,open-debater,firm_on_stance,6,6.0,ai,4.0,round_3_4,4,True,['repetitive_phrases'],
699b2e4efa84ea281ebd721c,open-minded,1,Should we use ChatGPT for homework?,human-ai,against,for,open-debater,firm_on_stance,5,4.0,ai,5.0,round_3_4,5,True,"['response_timing', 'formulaic_structure']",
69996ab745ee5dbe08824bff,open-minded,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,open-debater,convinced_of_stance,6,5.0,human,3.0,round_3_4,5,True,"['typos_informal', 'other']",The other side felt a bit one sided in terms of providing new perspectives
69993de11330de2ca19f0687,open-minded,1,Should we use ChatGPT for homework?,human-ai,for,against,open-debater,open_to_change,4,5.0,ai,4.0,round_1_2,4,False,"['response_timing', 'too_logical', 'repetitive_phrases', 'formulaic_structure']",
69985691fb590380b12b9713,open-minded,1,Should we use ChatGPT for homework?,human-ai,for,against,open-debater,convinced_of_stance,7,7.0,ai,5.0,round_1_2,4,False,"['too_logical', 'repetitive_phrases', 'response_timing', 'no_personal_stories']",
699847c7970f8b9cd4961cbb,open-minded,1,Should we use ChatGPT for homework?,human-ai,against,for,open-debater,firm_on_stance,5,6.0,ai,4.0,round_3_4,4,True,['other'],Did not address both my concerns in the 3rd round
699835eab47e0b6a903d9129,open-minded,2,Does pineapple belong on pizza?,human-ai,against,for,open-debater,convinced_of_stance,6,5.0,ai,4.0,round_1_2,4,False,['perfect_grammar'],
6997093f4bd396a55ecfae8b,open-minded,2,Does pineapple belong on pizza?,human-ai,against,for,open-debater,open_to_change,5,4.0,ai,5.0,round_1_2,7,True,"['response_timing', 'no_personal_stories', 'too_logical', 'formulaic_structure']",
6996eef2967b343cf6359746,open-minded,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,for,against,open-debater,open_to_change,5,3.0,ai,5.0,round_3_4,4,True,['response_timing'],
6995892394d80b03fe4585c0,open-minded,2,Does pineapple belong on pizza?,human-ai,against,for,open-debater,convinced_of_stance,6,6.0,ai,5.0,round_1_2,4,True,"['response_timing', 'repetitive_phrases', 'too_logical']",
6995862594d80b03fe458590,open-minded,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,open-debater,convinced_of_stance,4,5.0,ai,3.0,round_3_4,8,True,"['no_personal_stories', 'formulaic_structure']",
6995529462b52bc6f09a2ba7,open-minded,1,Should we use ChatGPT for homework?,human-ai,for,against,open-debater,firm_on_stance,7,7.0,ai,4.0,round_3_4,8,False,['response_timing'],
6994376524175dcb5216c149,open-minded,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,human-ai,against,for,open-debater,firm_on_stance,6,6.0,ai,5.0,round_3_4,6,False,['repetitive_phrases'],
6994323324175dcb5216a88b,open-minded,1,Should we use ChatGPT for homework?,human-ai,for,against,open-debater,firm_on_stance,7,7.0,ai,5.0,round_1_2,7,False,"['response_timing', 'formulaic_structure']",
