debate_id,condition,topic_id,topicQuestion,round,player,belief_value,influence,confidence,delta_belief
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player2,100.0,0,0.0,0.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,84.0,21,84.0,-16.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,77.0,18,84.0,-7.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,50.0,0,84.0,-27.0
69a7cf1d811ecc1322709d38,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,50.0,0,84.0,0.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,0,player1,50.0,0,0.0,0.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,1,player1,15.0,5,75.0,-35.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,2,player1,10.0,6,80.0,-5.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,3,player1,25.0,25,63.0,15.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,4,player1,16.0,2,70.0,-9.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,0,player2,75.0,0,0.0,0.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,1,player2,85.0,10,80.0,10.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,2,player2,80.0,5,80.0,-5.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,3,player2,70.0,20,70.0,-10.0
69a91da5b1c3b3255791b181,human-human,2,Does pineapple belong on pizza?,4,player2,70.0,0,70.0,0.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,0,player1,25.0,0,0.0,0.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,1,player1,25.0,50,34.0,0.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,2,player1,30.0,40,40.0,5.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,3,player1,60.0,60,30.0,30.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,4,player1,75.0,60,25.0,15.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,0,player2,50.0,0,0.0,0.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,1,player2,63.0,22,76.0,13.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,2,player2,75.0,80,76.0,12.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,3,player2,50.0,94,50.0,-25.0
69a95edf6471229f4b7a5545,human-human,2,Does pineapple belong on pizza?,4,player2,76.0,51,75.0,26.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,0.0,0,0.0,0.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,2.0,0,75.0,2.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,60.0,0,84.0,58.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,0.0,0,84.0,-60.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,0.0,0,84.0,0.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player2,50.0,0,0.0,0.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,50.0,50,50.0,0.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,50.0,51,43.0,0.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,28.0,70,24.0,-22.0
69aadc2847d9025cf07af805,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,10.0,88,11.0,-18.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,0,player1,50.0,0,0.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,1,player1,75.0,35,55.0,25.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,2,player1,75.0,10,58.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,3,player1,75.0,10,58.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,4,player1,75.0,10,58.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,0,player2,50.0,0,0.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,1,player2,50.0,50,40.0,0.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,2,player2,55.0,50,45.0,5.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,3,player2,50.0,60,45.0,-5.0
69ada1fa3d2b5eba5a91e295,human-human,2,Does pineapple belong on pizza?,4,player2,40.0,50,55.0,-10.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,0,player1,50.0,0,0.0,0.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,1,player1,70.0,22,54.0,20.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,2,player1,54.0,57,52.0,-16.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,3,player1,51.0,28,52.0,-3.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,4,player1,50.0,39,52.0,-1.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,0,player2,50.0,0,0.0,0.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,1,player2,50.0,0,50.0,0.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,2,player2,50.0,0,50.0,0.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,3,player2,30.0,20,50.0,-20.0
69ae0cf2d0514b89ec60acee,human-human,1,Should we use ChatGPT for homework?,4,player2,25.0,25,75.0,-5.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,75.0,0,0.0,0.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,65.0,19,72.0,-10.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,54.0,24,72.0,-11.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,56.0,23,70.0,2.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,58.0,3,71.0,2.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player2,50.0,0,0.0,0.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,50.0,0,50.0,0.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,60.0,20,40.0,10.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,45.0,40,30.0,-15.0
69ae0e16d0514b89ec60ad3a,human-human,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,45.0,70,30.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,0,player1,100.0,0,0.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,1,player1,100.0,15,91.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,2,player1,50.0,83,91.0,-50.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,3,player1,50.0,80,91.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,4,player1,50.0,75,50.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,0,player2,50.0,0,0.0,0.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,1,player2,60.0,85,71.0,10.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,2,player2,63.0,94,64.0,3.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,3,player2,49.0,99,36.0,-14.0
69aeeb923b45fc551e0f5f95,human-human,1,Should we use ChatGPT for homework?,4,player2,63.0,92,43.0,14.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,0,player1,50.0,0,0.0,0.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,1,player1,19.0,0,75.0,-31.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,2,player1,40.0,20,75.0,21.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,3,player1,40.0,20,75.0,0.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,4,player1,50.0,10,60.0,10.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,0,player2,50.0,0,0.0,0.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,1,player2,50.0,20,67.0,0.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,2,player2,70.0,20,70.0,20.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,3,player2,50.0,40,70.0,-20.0
69affeb8a57f60770a789f20,human-human,1,Should we use ChatGPT for homework?,4,player2,60.0,10,74.0,10.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,0,player1,100.0,0,0.0,0.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,1,player1,100.0,50,80.0,0.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,2,player1,70.0,56,85.0,-30.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,3,player1,50.0,50,65.0,-20.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,4,player1,35.0,76,60.0,-15.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,0,player2,0.0,0,0.0,0.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,1,player2,25.0,66,81.0,25.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,2,player2,60.0,37,75.0,35.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,3,player2,30.0,45,66.0,-30.0
69b01cb372628e22871f4c5f,human-human,1,Should we use ChatGPT for homework?,4,player2,38.0,22,69.0,8.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,0,player1,50.0,0,0.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,1,player1,0.0,0,70.0,-50.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,2,player1,0.0,2,70.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,3,player1,0.0,0,70.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,4,player1,0.0,0,70.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,0,player2,100.0,0,0.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,1,player2,50.0,0,50.0,-50.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,2,player2,50.0,0,50.0,0.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,3,player2,70.0,0,70.0,20.0
69b03fd157d1915d7288fc61,human-human,2,Does pineapple belong on pizza?,4,player2,54.0,0,70.0,-16.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,0,player1,0.0,0,0.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,1,player1,0.0,0,100.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,2,player1,0.0,0,100.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,3,player1,0.0,0,100.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,4,player1,,0,,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,1,player2,85.0,20,90.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,2,player2,85.0,30,75.0,0.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,3,player2,80.0,20,75.0,-5.0
6996ca12b05cb9a37bb60e1b,firm,1,Should we use ChatGPT for homework?,4,player2,85.0,20,90.0,5.0
